ID,Nome,Data de Nascimento,Nacionalidade,Matriculas,ECTS,Ano do Curso,Media Atual
3113,Ana Fogaca,30-05-1996,Espanhola,4,139,3,19.20
2740,Juliana Fogaca,12-01-2004,Italiana,4,139,1,18.10
1698,Valentina Fogaca,22-02-2001,Portuguesa,2,30,3,12.90
1721,Bruna Fogaca,25-03-1990,Portuguesa,1,10,2,11.70
1750,Alexia Fogaca,23-01-2003,Portuguesa,1,10,3,15.60
1760,Davi Luiz Fogaca,30-12-2004,Portuguesa,5,34,3,18.90
2547,Renan Fogaca,03-01-2003,Portuguesa,2,30,2,15.50
3140,Helena Freitas,28-12-1990,Portuguesa,2,30,2,18.70
2563,Brenda Freitas,11-01-1991,Portuguesa,3,125,3,13.20
1793,Augusto Freitas,29-08-1999,Portuguesa,2,30,1,11.80
2139,Rebeca Freitas,04-12-1994,Portuguesa,5,34,2,12.70
3008,Maite Freitas,18-05-1999,Portuguesa,3,125,3,11.90
1286,Alicia Freitas,25-04-1997,Portuguesa,6,79,2,18.30
3004,Agatha Freitas,19-11-1999,Portuguesa,2,30,1,15.80
3001,Alice Freitas,03-07-2001,Portuguesa,3,125,3,15.30
1461,Carlos Eduardo Freitas,03-05-1996,Portuguesa,4,139,3,15.10
2979,Pedro Freitas,10-07-2001,Portuguesa,3,125,3,19.20
1292,Joao Freitas,30-01-2003,Portuguesa,5,34,1,13.10
2384,Bruno Freitas,18-03-1990,Portuguesa,4,139,2,17.10
2636,Sophie Freitas,16-09-1992,Portuguesa,2,30,3,17.20
2930,Leonardo Freitas,22-08-1992,Mocambicana,2,30,3,13.70
2884,Yasmin Freitas,17-09-1991,Portuguesa,4,139,2,13.50
2642,Samuel Freitas,05-05-1993,Portuguesa,1,10,2,16.10
2202,Sophia Freitas,29-11-1990,Portuguesa,5,34,1,14.10
3087,Cecilia Freitas,01-05-1998,Portuguesa,6,79,2,13.20
2662,Ana Julia Freitas,28-04-1998,Portuguesa,5,34,1,17.70
1609,Bruno Freitas,08-07-1992,Portuguesa,1,10,2,11.60
2794,Maria Sophia Freitas,25-03-2004,Mocambicana,4,139,1,19.90
1855,Maria Clara Freitas,04-01-1992,Portuguesa,1,10,1,11.50
1639,Carolina Freitas,30-03-1999,Brasileira,5,34,2,19.20
1692,Maria Clara Freitas,21-02-1995,Portuguesa,5,34,2,15.90
2716,Marina Freitas,19-08-2000,Portuguesa,1,10,2,12.80
1649,Olivia Freitas,03-12-1996,Angolana,2,30,2,11.70
3119,Maria Alice Freitas,12-08-1990,Portuguesa,5,34,2,18.40
2749,Marina Freitas,04-10-1994,Portuguesa,6,79,2,12.70
1340,Vicente Gomes,14-04-2004,Portuguesa,6,79,3,15.00
2193,Pedro Lucas Gomes,27-10-2000,Portuguesa,1,10,1,19.40
1430,Maria Cecilia Gomes,13-12-2003,Portuguesa,5,34,3,15.80
2385,Francisco Gomes,30-06-1990,Portuguesa,2,30,3,17.30
3153,Maite Gomes,09-06-2003,Portuguesa,5,34,3,18.50
3020,Natalia Gomes,13-10-1993,Portuguesa,3,125,2,13.80
2238,Ana Julia Gomes,17-07-1998,Portuguesa,4,139,1,14.60
1731,Danilo Gomes,20-12-1999,Brasileira,4,139,1,12.70
2812,Maria Alice Gomes,30-06-1995,Brasileira,6,79,3,11.90
1456,Marcelo Gomes,25-08-2003,Portuguesa,2,30,2,11.10
1265,Ana Sophia Gomes,12-03-1996,Brasileira,4,139,2,11.40
1820,Eduarda Gomes,25-02-1998,Portuguesa,2,30,2,17.00
2624,Caroline Gomes,05-06-1992,Portuguesa,3,125,2,16.60
1462,Bernardo Gomes,04-05-1991,Portuguesa,4,139,2,17.80
2959,Maite Gomes,12-02-1994,Portuguesa,2,30,2,13.50
1716,Joao Gabriel Gomes,04-07-1992,Portuguesa,5,34,3,13.20
3081,Alice Gomes,23-12-1995,Portuguesa,1,10,3,19.10
1935,Pietro Goncalves,02-03-1994,Brasileira,4,139,1,19.70
2218,Stephany Goncalves,04-11-2004,Brasileira,5,34,3,16.10
1389,Marcelo Goncalves,18-08-1994,Portuguesa,3,125,1,14.50
2476,Joao Miguel Goncalves,09-05-1990,Portuguesa,5,34,2,18.40
2982,Leticia Goncalves,10-04-1991,Portuguesa,6,79,2,13.20
1852,Vitor Gabriel Goncalves,27-08-1996,Portuguesa,4,139,3,11.70
2958,Yago Goncalves,04-11-2003,Portuguesa,6,79,2,11.60
1460,Diogo Goncalves,21-10-1999,Portuguesa,5,34,2,19.60
2596,Isis Goncalves,25-10-1998,Portuguesa,2,30,2,14.30
1316,Amanda Goncalves,30-09-1993,Mocambicana,6,79,1,12.10
2839,Joao Gabriel Goncalves,19-09-1993,Portuguesa,5,34,2,19.20
3144,Raul Goncalves,08-05-2000,Portuguesa,5,34,3,14.40
3108,Natalia Goncalves,04-03-2004,Portuguesa,3,125,2,19.70
2648,Luna Goncalves,07-05-1991,Portuguesa,6,79,3,12.00
2949,Raul Goncalves,25-09-1998,Portuguesa,2,30,1,14.10
1571,Isabel Goncalves,10-04-2001,Portuguesa,4,139,2,13.40
2387,Leonardo Goncalves,23-03-1994,Portuguesa,2,30,2,14.40
1517,Pietra Goncalves,23-08-1991,Portuguesa,2,30,1,19.90
2881,Maria Julia Goncalves,19-02-2001,Portuguesa,4,139,1,17.80
1558,Ana Julia Goncalves,25-10-1998,Portuguesa,5,34,1,13.50
2936,Stephany Goncalves,06-02-2000,Italiana,1,10,1,12.30
2083,Maria Luiza Goncalves,07-11-1992,Espanhola,5,34,1,13.10
1897,Sofia Goncalves,07-02-1995,Portuguesa,1,10,1,14.20
2343,Maite Goncalves,08-07-2002,Portuguesa,6,79,3,14.60
3080,Marina Goncalves,17-10-1991,Portuguesa,6,79,3,15.70
3046,Isabella Goncalves,26-10-1992,Portuguesa,3,125,1,19.60
2978,Vitoria Goncalves,21-08-2000,Portuguesa,2,30,2,15.10
2392,Diogo Goncalves,10-02-1995,Brasileira,4,139,3,15.30
2772,Theo Jesus,15-04-2000,Portuguesa,5,34,1,18.20
2579,Lucas Gabriel Jesus,26-05-2002,Portuguesa,5,34,2,14.70
3174,Kaique Jesus,15-12-1995,Portuguesa,3,125,3,15.70
1416,Guilherme Jesus,07-02-2003,Portuguesa,1,10,1,12.90
1423,Levi Jesus,16-03-1999,Portuguesa,5,34,2,15.60
1256,Maria Alice Jesus,02-10-2004,Timorense,2,30,3,17.60
1434,Raul Jesus,28-04-2001,Portuguesa,4,139,2,14.10
1894,Julia Jesus,23-10-2004,Portuguesa,2,30,2,18.50
2641,Gabriel Jesus,15-03-2003,Timorense,4,139,3,17.40
2355,Sophie Jesus,12-03-1993,Portuguesa,5,34,3,18.90
3223,Thales Jesus,02-02-1990,Portuguesa,1,10,2,18.70
3173,Pietro Jesus,16-10-1990,Angolana,5,34,3,13.40
2363,Helena Jesus,14-03-1994,Portuguesa,3,125,3,12.90
2177,Calebe Jesus,08-10-2004,Italiana,6,79,2,17.40
2090,Pedro Jesus,14-11-2003,Portuguesa,2,30,1,11.30
2858,Ana Sophia Jesus,02-08-1997,Portuguesa,5,34,1,17.60
2762,Rodrigo Jesus,09-02-2004,Timorense,6,79,1,14.30
3084,Esther Jesus,30-06-2001,Portuguesa,2,30,2,16.50
1413,Paulo Jesus,27-11-1992,Portuguesa,6,79,1,16.90
1386,Andre Jesus,18-11-2003,Portuguesa,4,139,2,15.40
1368,Agatha Jesus,20-02-1990,Angolana,6,79,3,12.40
1632,Maria Jesus,21-10-2001,Portuguesa,5,34,3,13.70
2630,Yuri Jesus,24-07-2001,Portuguesa,2,30,2,16.80
1391,Luiz Gustavo Jesus,07-10-1993,Espanhola,5,34,3,13.60
2024,Leonardo Lima,12-10-2000,Portuguesa,1,10,1,11.90
2477,Maria Sophia Lima,10-09-2000,Francesa,3,125,3,15.20
2171,Joao Lucas Lima,10-02-2001,Portuguesa,2,30,1,15.70
2541,Cecilia Lima,21-09-2000,Portuguesa,6,79,1,18.40
2800,Maria Cecilia Lima,16-04-1993,Portuguesa,5,34,1,19.50
3185,Benicio Lima,20-09-1993,Brasileira,1,10,3,18.80
2522,Lavinia Lima,07-08-1992,Portuguesa,4,139,1,19.40
1644,Bernardo Lima,01-07-1996,Portuguesa,4,139,1,18.10
2168,Eloah Lima,25-09-1992,Francesa,6,79,2,19.40
2092,Sofia Lima,27-08-2001,Portuguesa,1,10,1,11.30
2110,Manuela Lima,27-06-1994,Portuguesa,4,139,3,19.70
3191,Igor Lima,07-10-1996,Brasileira,3,125,2,11.40
1241,Lais Lima,29-12-1992,Portuguesa,2,30,1,15.10
1765,Alice Lima,22-05-1998,Brasileira,3,125,2,17.90
2062,Daniela Lima,28-07-1998,Brasileira,2,30,1,13.50
1352,Leandro Lima,27-11-1994,Timorense,2,30,1,13.50
1766,Enrico Lima,14-07-1998,Portuguesa,6,79,3,14.30
2086,Sabrina Lima,27-07-1992,Portuguesa,1,10,2,13.20
2518,Thales Lima,25-11-1996,Portuguesa,1,10,3,19.10
3138,Juan Lima,24-01-1998,Portuguesa,1,10,3,12.70
1893,Ana Luiza Lima,30-03-2000,Guineense,6,79,2,14.80
1547,Luana Lima,07-08-1993,Brasileira,6,79,3,19.70
1524,Elisa Lima,08-09-1997,Portuguesa,6,79,2,13.40
2513,Natalia Lima,13-12-2004,Portuguesa,4,139,3,12.90
2353,Stephany Lima,11-04-2000,Portuguesa,3,125,1,11.30
1958,Caua Lima,03-09-1990,Portuguesa,3,125,2,11.10
3024,Luiza Lima,11-01-2002,Portuguesa,3,125,3,13.70
2903,Stella Lima,24-01-1992,Portuguesa,3,125,1,15.80
1418,Joao Vitor Lima,15-09-1999,Portuguesa,3,125,1,13.60
1528,Eduarda Lima,15-10-1995,Portuguesa,6,79,1,11.90
1273,Pedro Henrique Lima,16-11-1993,Portuguesa,4,139,2,18.00
2915,Danilo Lima,20-02-1998,Angolana,2,30,2,17.00
1264,Fernanda Lima,10-02-1995,Portuguesa,3,125,2,16.80
1985,Joao Felipe Lopes,27-12-1990,Portuguesa,5,34,3,19.60
1464,Rebeca Lopes,24-07-2000,Portuguesa,2,30,2,18.30
1276,Helena Lopes,27-07-1996,Portuguesa,4,139,3,17.70
2319,Maria Julia Lopes,28-03-1990,Portuguesa,4,139,1,12.30
2789,Lara Lopes,24-10-2001,Portuguesa,5,34,2,11.20
1621,Lavinia Lopes,27-10-1990,Italiana,5,34,1,18.80
2128,Joao Miguel Lopes,13-01-1998,Portuguesa,6,79,1,12.10
2553,Joao Pedro Lopes,25-05-1998,Portuguesa,5,34,1,12.80
2977,Yasmin Lopes,14-03-2004,Portuguesa,1,10,3,19.10
2551,Matheus Lopes,06-06-2002,Portuguesa,5,34,2,17.40
2969,Ana Sophia Lopes,08-10-2004,Angolana,6,79,3,13.60
2032,Maria Cecilia Lopes,20-12-1991,Portuguesa,3,125,3,14.70
2123,Lucas Lopes,09-06-1995,Espanhola,6,79,1,16.10
3127,Beatriz Lopes,04-05-2003,Mocambicana,4,139,2,18.30
1569,Elisa Lopes,07-08-1991,Portuguesa,4,139,2,19.60
2051,Ian Lopes,04-12-2003,Portuguesa,1,10,3,12.10
1620,Joao Miguel Lopes,01-12-1999,Espanhola,2,30,1,15.00
1518,Maria Fernanda Lopes,02-08-1999,Portuguesa,5,34,1,19.80
1425,Laura Lopes,02-09-1996,Espanhola,6,79,2,16.10
1514,Eduarda Lopes,06-05-2001,Portuguesa,6,79,2,11.50
1922,Isis Lopes,11-10-2002,Italiana,3,125,1,16.30
3048,Isadora Lopes,25-07-2000,Brasileira,4,139,3,17.20
1789,Bruno Lopes,16-06-2004,Portuguesa,5,34,2,14.10
2412,Davi Lucca da Luz,08-06-1995,Portuguesa,5,34,3,12.70
2256,Beatriz da Luz,04-08-2000,Portuguesa,5,34,1,13.00
1253,Gabrielly da Luz,13-09-1996,Portuguesa,6,79,2,15.20
1576,Joao Miguel da Luz,22-05-1990,Brasileira,6,79,3,15.80
1320,Marcelo da Luz,14-07-2000,Portuguesa,3,125,2,16.80
2643,Emanuella da Luz,10-03-2000,Portuguesa,3,125,1,19.80
1388,Caue da Luz,28-03-1997,Portuguesa,2,30,2,18.90
1574,Gabriela da Luz,16-08-1997,Portuguesa,3,125,1,17.20
3226,Luiz Gustavo da Luz,12-09-1992,Portuguesa,6,79,2,18.20
2166,Joao da Luz,14-03-2004,Brasileira,4,139,2,16.50
1530,Maysa da Luz,13-06-1996,Portuguesa,3,125,1,12.50
1498,Davi Luiz da Luz,27-04-2004,Italiana,5,34,3,13.90
2475,Brenda da Luz,03-05-1995,Portuguesa,1,10,1,11.70
1881,Pedro Henrique da Luz,07-04-2003,Espanhola,5,34,1,18.80
1447,Joaquim da Luz,20-01-1992,Portuguesa,3,125,2,12.60
2350,Carlos Eduardo da Luz,09-07-1990,Portuguesa,4,139,1,14.80
1289,Manuela da Luz,25-05-1998,Brasileira,3,125,2,18.80
2298,Joao Gabriel da Luz,12-06-1999,Angolana,3,125,1,16.40
2557,Kaique da Luz,18-08-2004,Portuguesa,1,10,1,13.70
1531,Pietra da Luz,23-09-1994,Portuguesa,5,34,2,17.30
2686,Kamilly da Luz,05-05-2003,Portuguesa,6,79,3,15.00
3096,Joao Gabriel da Luz,16-09-1991,Mocambicana,5,34,1,14.00
2592,Pedro Lucas da Luz,09-06-1994,Portuguesa,4,139,3,17.30
1355,Lais da Luz,24-02-1992,Timorense,4,139,3,17.40
1532,Maria Vitoria da Luz,21-10-2003,Portuguesa,6,79,3,16.50
1978,Joao Miguel da Luz,18-06-1996,Portuguesa,2,30,1,18.50
1268,Noah da Luz,04-08-2004,Portuguesa,2,30,3,12.30
2907,Clarice da Luz,18-09-1995,Portuguesa,6,79,3,18.90
1357,Gabriela da Luz,12-06-2002,Brasileira,3,125,3,13.50
1538,Luiz Fernando da Luz,16-10-1998,Portuguesa,1,10,1,16.40
3003,Maria Fernanda da Luz,24-02-2001,Portuguesa,4,139,1,14.60
1728,Augusto da Luz,08-05-2001,Portuguesa,4,139,1,16.50
2681,Daniela da Luz,18-04-1991,Portuguesa,4,139,3,11.60
1915,Valentina da Luz,13-05-1990,Portuguesa,5,34,1,16.70
3197,Ana Carolina da Luz,30-01-1992,Francesa,6,79,1,18.00
2452,Antonio da Luz,01-09-1994,Brasileira,1,10,3,17.60
2790,Valentina Martins,24-12-2002,Mocambicana,2,30,3,15.40
1988,Otavio Martins,08-05-2002,Portuguesa,1,10,2,17.80
1975,Marcos Vinicius Martins,17-08-1992,Portuguesa,2,30,3,13.20
1800,Marcelo Martins,08-02-2002,Portuguesa,1,10,2,14.90
2304,Enrico Martins,23-12-2001,Portuguesa,3,125,3,13.70
2599,Luigi Martins,17-10-2001,Francesa,2,30,3,17.90
1263,Lucca Martins,07-10-1994,Portuguesa,3,125,2,15.30
1999,Nicole Martins,17-04-1993,Portuguesa,4,139,1,19.00
1959,Mariane Martins,04-06-1992,Portuguesa,2,30,3,11.70
2556,Leonardo Martins,21-11-1995,Espanhola,5,34,3,11.30
1950,Luna Martins,18-12-1999,Portuguesa,6,79,2,13.40
2003,Gustavo Henrique Martins,26-01-1997,Timorense,2,30,1,17.70
2542,Beatriz Martins,17-06-1991,Portuguesa,1,10,3,15.70
1813,Isabelly Martins,30-06-2000,Espanhola,3,125,3,12.60
1392,Ana Martins,14-02-2002,Portuguesa,5,34,2,20.00
2115,Eduardo Martins,05-05-2003,Portuguesa,2,30,1,15.50
3068,Amanda Martins,19-08-2001,Portuguesa,4,139,2,12.40
1822,Diogo Martins,07-08-2001,Portuguesa,5,34,3,18.50
2414,Leandro Martins,23-08-1999,Portuguesa,4,139,2,16.30
1735,Samuel Martins,05-08-1997,Portuguesa,4,139,1,14.80
2213,Rafael Martins,10-10-2001,Portuguesa,2,30,1,14.30
1908,Maria Vitoria Martins,06-06-1990,Portuguesa,5,34,3,17.70
2423,Bernardo Martins,05-05-1996,Portuguesa,4,139,1,17.00
2447,Murilo Martins,08-01-1997,Portuguesa,4,139,1,11.30
2240,Arthur Martins,18-02-1995,Brasileira,5,34,1,19.10
3170,Levi Martins,24-05-2002,Portuguesa,4,139,2,11.30
3231,Caua Martins,17-02-1993,Portuguesa,6,79,3,11.10
2344,Mariane Martins,14-05-1998,Portuguesa,2,30,3,12.30
1647,Anthony Martins,14-10-1994,Portuguesa,4,139,2,16.10
1280,Davi Lucas da Mata,11-07-1990,Portuguesa,6,79,1,11.00
1468,Ana Sophia da Mata,19-04-1996,Angolana,6,79,3,18.10
3116,Sophie da Mata,28-07-1990,Portuguesa,1,10,2,18.50
1829,Brenda da Mata,06-06-1997,Portuguesa,2,30,1,12.70
2900,Maria Luiza da Mata,21-02-1999,Portuguesa,4,139,1,12.90
2297,Leticia da Mata,29-06-2000,Timorense,1,10,1,14.60
2676,Francisco da Mata,02-11-1993,Guineense,4,139,3,14.70
1432,Clarice da Mata,22-01-2001,Portuguesa,1,10,1,18.20
1638,Igor da Mata,29-11-1997,Portuguesa,1,10,2,19.60
2570,Maria da Mata,10-07-1996,Portuguesa,3,125,1,14.00
2479,Marcelo da Mata,30-12-1990,Portuguesa,3,125,1,14.90
2970,Clarice da Mata,14-06-2002,Portuguesa,5,34,2,12.50
2619,Benjamin da Mata,30-04-2001,Brasileira,4,139,1,19.60
1963,Igor da Mata,21-06-1995,Italiana,3,125,2,12.50
2623,Antonio da Mata,25-07-1995,Portuguesa,6,79,1,18.40
2275,Isabella da Mata,26-06-1992,Portuguesa,6,79,2,11.80
2836,Marcos Vinicius da Mata,19-01-2001,Portuguesa,6,79,2,12.40
2536,Evelyn da Mata,23-09-1994,Francesa,6,79,3,12.30
2050,Davi da Mata,04-04-2002,Portuguesa,2,30,2,14.70
2809,Elisa da Mata,16-02-1997,Portuguesa,2,30,3,13.10
1818,Alexandre da Mata,27-12-1999,Portuguesa,3,125,3,18.00
1634,Maria Vitoria da Mata,06-05-1991,Portuguesa,3,125,2,13.50
2508,Catarina da Mata,09-03-1999,Italiana,2,30,2,15.80
1590,Leandro da Mata,15-12-1995,Portuguesa,5,34,2,12.50
1709,Isis da Mata,19-02-1994,Francesa,2,30,1,19.00
2472,Lorena da Mata,29-10-1990,Portuguesa,2,30,3,15.90
2707,Ana Laura da Mata,27-09-1994,Guineense,5,34,1,13.00
1672,Julia da Mata,02-10-1998,Portuguesa,4,139,1,17.80
2142,Mariana da Mata,14-07-1999,Angolana,3,125,2,12.70
1704,Benjamin da Mata,25-01-1991,Francesa,5,34,2,13.70
3034,Levi da Mata,23-08-2000,Portuguesa,4,139,1,14.00
2055,Leandro da Mata,23-07-1995,Portuguesa,5,34,1,11.60
1259,Helena da Mata,17-07-2003,Portuguesa,5,34,1,13.70
1741,Samuel da Mata,11-03-1995,Timorense,6,79,2,16.50
2405,Felipe Melo,15-03-2004,Portuguesa,2,30,3,11.50
2514,Maria Julia Melo,13-03-2004,Portuguesa,6,79,3,12.10
3120,Milena Melo,19-03-1994,Portuguesa,3,125,1,13.20
2108,Renan Melo,04-08-1999,Italiana,6,79,3,16.60
3179,Carlos Eduardo Melo,07-08-1990,Portuguesa,2,30,3,12.20
2678,Isabella Melo,01-09-2003,Brasileira,3,125,1,17.80
2597,Pietra Melo,23-06-2001,Portuguesa,6,79,1,17.50
1512,Ana Sophia Melo,15-12-2001,Portuguesa,6,79,3,12.90
2926,Lorena Melo,07-06-2004,Portuguesa,5,34,1,17.70
2130,Stephany Melo,01-07-1995,Portuguesa,4,139,2,12.60
2443,Melissa Melo,12-05-2004,Portuguesa,3,125,2,16.80
2267,Alana Melo,06-01-1995,Portuguesa,3,125,2,15.60
2113,Ana Julia Melo,03-09-1996,Portuguesa,5,34,2,16.30
2473,Ana Melo,15-05-1990,Portuguesa,4,139,3,16.30
1293,Lara Melo,17-05-1993,Portuguesa,3,125,3,18.80
2840,Theo Melo,18-05-2000,Guineense,1,10,3,19.70
1684,Emanuelly Melo,05-11-1996,Portuguesa,5,34,3,16.00
2188,Emanuel Melo,03-08-1996,Portuguesa,5,34,1,19.80
2274,Luana Melo,12-06-2003,Portuguesa,2,30,2,16.90
2835,Joao Felipe Melo,01-09-2000,Brasileira,5,34,1,14.90
1849,Nicole Melo,09-04-2002,Portuguesa,6,79,2,18.40
2998,Fernanda Melo,28-02-1997,Portuguesa,1,10,1,12.30
2119,Thales Melo,22-12-1997,Portuguesa,3,125,2,14.10
1347,Sarah Melo,06-08-1993,Italiana,6,79,2,19.40
2012,Yasmin Melo,19-09-1997,Francesa,4,139,3,18.90
1266,Breno Melo,17-10-1991,Angolana,5,34,1,17.00
3054,Gabrielly Melo,12-12-1994,Portuguesa,2,30,3,19.10
2811,Noah Melo,16-01-1999,Espanhola,6,79,1,19.90
2332,Yago Melo,08-12-1990,Portuguesa,5,34,3,19.10
2180,Isadora Melo,10-06-1993,Portuguesa,4,139,3,19.80
3230,Amanda Mendes,13-03-1998,Espanhola,5,34,2,17.30
1414,Diogo Mendes,06-09-1994,Francesa,6,79,2,15.20
2085,Noah Mendes,08-12-1997,Francesa,1,10,3,11.10
2395,Joao Felipe Mendes,15-03-2001,Portuguesa,5,34,2,16.50
1720,Raul Mendes,14-07-2002,Portuguesa,6,79,3,14.40
1773,Pietro Mendes,02-01-1996,Brasileira,1,10,2,15.90
2717,Heloisa Mendes,30-02-1991,Portuguesa,6,79,2,13.10
3189,Sophia Mendes,09-10-1992,Portuguesa,5,34,3,14.90
1358,Eduarda Mendes,25-09-2001,Portuguesa,4,139,2,13.40
2965,Elisa Mendes,25-01-2001,Portuguesa,6,79,2,11.90
1304,Ana Clara Mendes,27-11-1998,Portuguesa,1,10,3,13.30
2236,Thiago Mendes,05-02-1993,Francesa,3,125,3,14.70
3229,Igor Mendes,29-06-1991,Portuguesa,1,10,3,16.10
2089,Arthur Mendes,15-09-1990,Portuguesa,4,139,3,13.00
2070,Joao Mendes,05-04-1991,Portuguesa,1,10,2,16.30
1375,Eduardo Mendes,15-11-1997,Portuguesa,3,125,2,17.70
1381,Joao Pedro Mendes,12-02-1993,Angolana,4,139,3,19.00
2106,Ana Mendes,15-03-1996,Portuguesa,6,79,2,17.80
2197,Marcos Vinicius Mendes,29-10-2003,Portuguesa,6,79,3,11.60
1476,Carlos Eduardo Mendes,19-08-2001,Brasileira,6,79,1,13.40
1551,Mariane Mendes,06-01-2003,Portuguesa,5,34,2,15.90
1319,Gabrielly Mendes,29-01-1998,Portuguesa,4,139,3,15.40
1511,Alexandre Mendes,14-01-2003,Portuguesa,2,30,2,19.30
2072,Valentina Mendes,17-10-2000,Portuguesa,1,10,1,13.80
3033,Felipe Mendes,17-02-2003,Portuguesa,4,139,2,13.20
3235,Minel,01-01-1990,Portuguesa,0,0,0,0.00
2679,Benjamin Monteiro,17-09-2000,Portuguesa,1,10,2,11.80
1494,Maysa Monteiro,22-05-1991,Portuguesa,3,125,3,17.60
2209,Elisa Monteiro,25-06-2003,Portuguesa,1,10,3,18.60
2438,Julia Monteiro,18-09-1992,Portuguesa,3,125,3,13.70
2781,Emanuelly Monteiro,15-05-1990,Portuguesa,5,34,1,19.10
2625,Alana Monteiro,28-01-1999,Portuguesa,5,34,3,16.10
2783,Catarina Monteiro,26-02-1996,Portuguesa,4,139,3,14.90
1823,Lais Monteiro,05-03-2002,Portuguesa,6,79,1,15.80
1383,Davi Lucas Monteiro,05-03-1994,Portuguesa,2,30,3,14.10
3199,Ana Livia Monteiro,26-03-1997,Portuguesa,5,34,3,12.40
2131,Amanda Monteiro,29-09-1997,Portuguesa,2,30,2,11.30
2375,Leonardo Monteiro,23-09-1996,Portuguesa,3,125,2,18.70
1384,Valentina Monteiro,19-12-2001,Brasileira,6,79,3,18.50
2325,Anthony Monteiro,24-03-1999,Portuguesa,3,125,2,14.60
1866,Alice Monteiro,27-09-2003,Portuguesa,5,34,3,11.60
1522,Enrico Monteiro,17-06-2001,Portuguesa,2,30,2,17.30
2620,Pedro Lucas Monteiro,15-02-1998,Brasileira,3,125,1,13.60
1449,Maria Eduarda Monteiro,30-07-1993,Portuguesa,1,10,3,17.70
3131,Rebeca Monteiro,07-12-2001,Portuguesa,2,30,3,13.60
2660,Luiz Miguel Monteiro,16-03-1998,Portuguesa,1,10,1,12.00
1565,Lavinia Monteiro,28-07-1997,Portuguesa,1,10,2,12.40
2569,Miguel Monteiro,25-03-1993,Portuguesa,1,10,2,13.20
2785,Ian Monteiro,11-11-1993,Portuguesa,5,34,3,12.00
2644,Barbara Monteiro,18-08-1997,Portuguesa,2,30,1,13.50
2929,Joao Miguel Monteiro,30-11-1991,Portuguesa,3,125,1,19.40
1587,Beatriz Monteiro,20-08-1996,Portuguesa,4,139,3,16.20
2474,Eloah Monteiro,01-04-1992,Portuguesa,1,10,2,15.40
1445,Mariane Monteiro,19-03-1992,Portuguesa,2,30,2,15.10
1912,Larissa Moraes,01-10-1996,Portuguesa,5,34,3,13.40
1344,Valentina Moraes,11-09-1994,Portuguesa,2,30,2,12.80
2576,Rafael Moraes,16-12-1996,Brasileira,5,34,3,14.10
2465,Lorena Moraes,29-10-2000,Portuguesa,5,34,1,12.00
1595,Vinicius Moraes,02-05-1991,Brasileira,4,139,3,11.50
2378,Ana Livia Moraes,19-06-2004,Portuguesa,1,10,2,13.90
1624,Bianca Moraes,04-06-2002,Italiana,5,34,2,14.90
2272,Lara Moraes,11-08-2004,Portuguesa,5,34,3,15.80
1991,Julia Moraes,18-06-1998,Portuguesa,2,30,3,18.00
2151,Eduarda Moraes,13-06-1994,Portuguesa,3,125,3,13.90
3193,Isadora Moraes,18-04-1998,Portuguesa,5,34,2,19.10
3115,Miguel Moraes,01-11-1996,Portuguesa,1,10,2,17.00
2855,Isadora Moraes,08-01-1991,Portuguesa,5,34,1,13.70
1825,Pedro Moraes,18-04-1996,Portuguesa,2,30,1,17.30
2868,Vitoria Moraes,16-07-1995,Brasileira,1,10,2,18.30
1827,Joaquim Moraes,15-02-1990,Italiana,6,79,1,18.40
2262,Pietro Moreira,21-05-1997,Italiana,1,10,3,11.60
2153,Emilly Moreira,12-09-1995,Portuguesa,4,139,2,11.20
3083,Ana Laura Moreira,22-04-2003,Portuguesa,5,34,3,11.80
1325,Luna Moreira,05-02-1993,Timorense,4,139,1,17.00
1762,Maysa Moreira,29-04-1996,Brasileira,4,139,3,15.90
3180,Amanda Moreira,14-08-2001,Portuguesa,4,139,3,18.10
2545,Bianca Moreira,21-11-1994,Brasileira,2,30,1,17.60
1811,Davi Luiz Moreira,26-07-1990,Brasileira,3,125,3,16.90
3095,Emilly Moreira,25-01-1994,Brasileira,5,34,2,14.40
1840,Lucas Moreira,21-10-1998,Angolana,2,30,2,15.10
2647,Gabrielly Moreira,11-02-1996,Brasileira,2,30,2,13.50
1604,Stephany Moreira,26-11-2002,Portuguesa,3,125,1,12.70
3160,Joao Pedro Moreira,08-04-1999,Brasileira,4,139,3,14.20
1345,Luiz Otavio Moreira,07-09-1996,Portuguesa,4,139,1,13.10
2204,Clarice Moreira,05-10-2001,Italiana,1,10,3,15.30
2573,Enzo Moreira,08-12-1997,Portuguesa,4,139,2,11.10
1700,Juliana Moreira,12-02-2002,Portuguesa,5,34,3,17.80
2906,Sofia Moreira,23-04-1991,Portuguesa,6,79,2,16.60
2932,Leticia Moreira,06-11-2001,Portuguesa,4,139,2,15.10
2580,Luiz Otavio Moreira,06-06-1994,Brasileira,3,125,1,12.70
2532,Anthony Moreira,04-05-1999,Brasileira,3,125,3,13.50
3225,Danilo Moreira,28-10-2002,Portuguesa,2,30,1,14.30
3221,Juliana Moreira,01-12-1998,Portuguesa,3,125,3,12.50
2531,Larissa Moreira,10-09-2001,Italiana,1,10,2,16.10
2828,Diogo Moreira,29-04-1995,Portuguesa,4,139,1,17.10
2885,Luiz Gustavo Moreira,25-11-2001,Portuguesa,1,10,1,17.20
